equipment_id,equipment_name,description,promotion_level,craft_flg,equipment_enhance_point,sale_price,require_level,hp,atk,magic_str,def,magic_def,physical_critical,magic_critical,wave_hp_recovery,wave_energy_recovery,dodge,physical_penetrate,magic_penetrate,life_steal,hp_recovery_rate,energy_recovery_rate,energy_reduce_rate,enable_donation,accuracy
104013,"Frozen Claymore","A magical sword that activates ice magic as it strikes its wielder's enemies. Because it uses ice fairy magic, the sword is always cold to the touch.",4,1,150,15000,52,0.0,85.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0
104014,"Chaos Blade","A demon blade that has consumed the blood of many thousands of victims. Cursed to turn its wielder into a slave to its thirst for blood, but if you can control it, its strength is second to none.",4,1,120,18000,58,140.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0
104041,"Beautiful Butterfly Katana","A sword that sleeps deep in the ruins of the forest. The person chosen by this sword can reach its location upon being invited by a butterfly.",4,1,100,7200,49,80.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0
104042,"Iridescent Blade","A sword of light crafted over a lifetime by a swordsmith who received a vision from the Goddess of Light, Aglaia. The sword was in the possession of a brave man who used it to oppose the Demon God.",4,1,192,10000,52,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0.0
104043,"Falcon Sword","A noble falcon sword that rules the sky. Swinging this sword is like a falcon aiming for its prey; its magic-infused edge accurately strikes the enemy's vital points.",4,1,120,15000,52,0.0,105.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104044,"Sunbird Katana","A blade imbued with the powers of a divine bird said to appear at the rising of the sun. Wreathed in flames that reflect the wielder's strength of will, in the right hands it can even melt steel.",4,1,180,18000,58,0.0,110.0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104071,"Precious Knife","A dagger said to have been given to the king of the humans by a dwarf master craftsman. The material used to make it is unknown and unlike any existing ore.",4,1,100,7200,48,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104072,"Princess Blade","A royal heirloom dagger in the oldest kingdom in history. The sword was handed down to princesses over generations, bestowing them with magic to protect their country.",4,1,80,10000,53,50.0,75.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104073,"Dark Matter Blade","A dagger made to purge wicked wizards tainted by evil magic who have lost their humanity. It prevents the activation of magic.",4,1,120,15000,53,0.0,80.0,0.0,0.0,5.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104074,"Unicorn Knife","A knife that can only be wielded by the purest of maidens. As it repels all sin and corruption, those with hearts tainted by evil cannot even touch it.",4,1,160,18000,59,100.0,84.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0
104101,"Blazing Gauntlet","A crimson gauntlet forged in the flames of purgatory. The flames emanating from the gauntlet burn enemies into oblivion.",4,1,125,7200,50,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104102,"Lionheart's Gauntlet","A golden gauntlet used by a famous king called Lionheart. It is said that the gauntlet gives its wearer unlimited power and the promise of becoming a fierce warrior.",4,1,80,10000,52,0.0,81.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,0.0
104103,"Blizzard Claw","A claw containing the magic of the Ice Goddess, who single-handedly destroyed an entire army. Its cutting wind freezes foes like a blizzard, crushing the enemy's will to fight.",4,1,230,15000,52,0.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0
104104,"Azure Thunder","A gauntlet blessed by a terrible lightning deity. With each blow, it sends blue sparks flying that sear the flesh of its foes and can even cause storm clouds to gather.",4,1,120,18000,58,0.0,100.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104131,"Lightning Bow","A hero imbued the power of lightning into his bow to slay a man-eating sea dragon. The arrows infused with the power of lightning are said to have felled the sea dragon in a single blow.",4,1,145,7200,49,0.0,73.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104132,"Angel Bow","A great bow used by an Archangel in the apocalyptic war against the devil in a bygone era. It is said that the force of the arrows from this bow reached Cocytus, the Ninth Circle of Hell.",4,1,80,10000,52,0.0,65.0,0.0,0.0,4.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0
104133,"Artemis Bow","A bow blessed by the Goddess of Hunting. Its arrows drive away evil, never miss their targets, and can turn the tide of battle with a single shot.",4,1,120,15000,52,0.0,75.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104134,"Feywood Bow","A bow carved from the wood of an ancient spiritual tree. Filled with the energies of the spirit world, each arrow it fires is sure to find its mark.",4,1,120,18000,58,0.0,80.0,0.0,0.0,4.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0
104161,"Scarlet Dragon Lance","A spear that was thrust into the back of a dragon living in a volcano. Since the tip of the spear was in the body of the dragon for many years, it now bears the power of fire.",4,1,125,7200,49,0.0,64.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104162,"Queen Bee Spear","A large spear used by a legendary queen who ruled the entire continent. She was both wise and adept at fighting, using this spear to seize the continent.",4,1,80,10000,53,0.0,68.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104163,Stormbringer,"A famous spear that belonged to a legendary knight. A single thrust of this spear creates a whirlwind that sweeps away all surrounding enemies.",4,1,205,15000,53,0.0,85.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104164,"Gaia Bardiche","A polearm blessed by the mother goddess of the land. As unyielding as the earth, it grants its wielder fortitude and strength beyond compare.",4,1,120,18000,59,0.0,80.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0
104191,"Purple Dragon Axe","Evil dragons that threatened the world of mankind were sealed in this axe by heroes of every region. The axe, in which the spirits of the dragons reside, emits evil energy.",4,1,100,7200,49,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104192,"Hellfire Axe","A double-edged axe that contains hellfire. Its body is red like blood; a single swing will douse the enemy in crimson flames, burning them down to their bones.",4,1,105,10000,53,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104193,"Warrior Queen's Battle Axe","The queen's axe that helped her stand tall on the frontlines of battle. While it is unbelievably heavy, its recognized owner is able to wield it easily. Its blade can smash through the most robust gates of a city with a single blow.",4,1,150,15000,53,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104194,"Aqua Slasher","An axe brimming with the blessings of water spirits. Though it weighs little, its blade is sharp enough to carve through precious minerals with the slightest effort.",4,1,120,18000,59,0.0,120.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104221,"Fury Rod","The staff belonged to a wizard who became a vengeful demon after his wife was murdered. He caged his own anger in this staff and killed everyone involved in his wife's murder.",4,1,120,7200,48,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104222,"Sun Rod","A mysterious staff that is said to have been made by ancient sages using sun shards. It is said that whoever this staff chooses will be granted omniscience and omnipotence.",4,1,80,10000,52,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
104223,"Staff of Themis","A ringed staff said to have been carried by the god of truth, justice, and peace. It is said those who hold the staff receive a divine vision.",4,1,120,15000,52,0.0,0.0,104.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104224,"Archdemon's Wand","A wand containing the soul of a high-ranking demon. Its full merciless potential is unleashed when casting spells to devastate the lives of those who stand against it.",4,1,280,18000,58,0.0,0.0,108.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
104251,"Moon Flower Cane","This staff is said to have been used by the goddess of the moon to cure the illnesses of her faithful followers. Fearing her power, the god of death is said to have hidden the wand in the netherworlds.",4,1,100,7200,49,0.0,0.0,73.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104252,"Life Rod","A miracle staff made of giant branches from the Tree of Life. It is said that if you shake it, fresh, green leaves will sprout on a dead tree and water will spring forth from the ground.",4,1,80,10000,53,0.0,0.0,67.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0
104253,"Phoenix Staff","A sacred staff imbued with the blessings of the phoenix. It grants an inexhaustible supply of magical energy.",4,1,230,15000,53,0.0,0.0,77.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0
104254,"Archangel Rod","A magical rod blessed by a benevolent messenger of the heavens. Its power resonates with the user's inner compassion, so spells that aid one's comrades become especially potent.",4,1,120,18000,58,0.0,0.0,86.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0
104281,"Invisible Dress","Enchanted armor that makes one invisible. A princess of a certain country once fell in love with someone she couldn't be with, so she used this armor to run away.",4,1,120,7200,51,450.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104282,"Mythril Plate","Supreme armor featuring a rare metal that has the brilliance of silver with a strength that surpasses steel, as well as beauty and toughness born from a master craftsman.",4,1,172,10000,52,250.0,25.0,0.0,3.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104283,"Crusader Plate","The armor of the proud and brave, who in the name of the gods defeated the heretics. The blessings of divine protection are only given to those with a pure soul.",4,1,200,15000,54,150.0,35.0,0.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104284,"Scarlet Mail","The vivid red armor of a knightly princess who fought to defend her nation from a dark empress.\nIts wondrous glow struck fear into the hearts of her enemies, but filled her subjects' hearts with courage.",4,1,280,18000,58,160.0,44.0,0.0,4.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104311,"Angelic Armor","Armor used by angels in battle. Lower-level demons cannot even approach this armor as the light reflecting from its silver alone is enough to disintegrate them.",4,1,155,7200,51,450.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104312,"Vermillion Mail","Armor imbued with the soul of a berserker who devoted himself to battle. Whoever wears this armor gains the power of a war demon.",4,1,125,10000,52,300.0,0.0,0.0,4.0,4.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104313,"Violet Armor","The beautiful armor worn by a general, who many feared as the ""grim reaper"" of the battlefield. Enemy soldiers' morale would collapse at the sight of this violet-colored armor.",4,1,252,15000,54,300.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104314,"Draconic Armor","Heavy armor once worn by a legendary dragonslayer. Engraved with a dragon emblem, it is said to have withstood the beast's steel-tearing claws and infernal breath.",4,1,330,18000,58,100.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
104341,"Moonlit Robe","A priest, ordered by the king in secret, risked his life to create this beautiful vestment. Since the garment was sewn in the light of the moon, it glows in seven different colors when in moonlight.",4,1,190,7200,51,360.0,10.0,0.0,2.0,2.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104342,"Hermit's Robe","The clothes of a hermit who peeked into the magic abyss. It was sewn with threads enchanted with magic power.",4,1,150,10000,52,180.0,35.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104343,"Azure Robe","The robe of a pious mage willing to fight against even the gods for the sake of his people. The heavenly blessings imbued in these robes grant the wearer a will of steel.",4,1,270,15000,54,200.0,45.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104344,"Dark Terror Dress","The dress of an empress of darkness. Its pitch-black emblem, eerie as the creeping darkness itself, is said to have bewitched all of the world's evils and struck fear into the hearts of men.",4,1,330,18000,58,200.0,30.0,0.0,7.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104371,"Grand Wizard's Robe","A robe worn by a great mage who devoted his entire lifetime to magic. Due to this mage's mighty power, these robes still emit mysterious energies.",4,1,120,7200,51,165.0,0.0,37.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0
104372,"Saint's Robe","Robes worn by saints who confronted demons alongside angels. Their gallantry in battle became the stuff of legends.",4,1,141,10000,52,240.0,0.0,37.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0
104373,"Viridian Robe","The robe worn by a great sage who lived in a divine forest. Filled with the power of divine spirits, it protects the wearer from all kinds of evil forces.",4,1,321,18000,58,200.0,0.0,25.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0
104401,"Empress Shield","A shield given only to the Queen's guards, in whom she places her absolute trust. It holds the power of absolute protection, even reflecting magic and curses.",4,1,166,7200,52,165.0,18.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0
104402,"Guardian Shield","The shield of a knight who devoted his life to protecting the princess in a small, turbulent country. Later, the princess became a queen and praised the knight as a hero.",4,1,246,15000,55,0.0,50.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0
104431,"Paladin Greaves","Armor blessed with holy power, used by paladins who risk their lives to protect the people from monsters.",4,1,155,7200,52,165.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104432,"Angel Boots","The sacred boots of a mythical creature. It allows the wearer to walk cooly through flames and ward off all attacks.",4,1,140,10000,52,220.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0.0
104433,"Faerie Boots","Armored footwear infused with the blessings of the fairy folk of old. In addition to their spiritual power, they are covered in mithril ornaments to amplify their purifying effects.",4,1,290,18000,58,0.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0
104461,"Wizard's Boots","A special pair of boots given only to wizards recognized by the crown. Only an elder elf artisan can make such an item.",4,1,120,7200,52,165.0,0.0,27.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104462,"Necromancer Boots","The favorite shoes of a necromancer many fear as the ruler of the underworld. It is said that anyone who hears the sound of these shoes is deprived of their energy and becomes enslaved to the wearer.",4,1,220,15000,55,100.0,0.0,15.0,1.0,12.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104463,"Aquarius Boots","A beautiful pair of boots, blessed with the power of the great spirit of water. This superior spiritual energy serves as a catalyst to draw out the wearer's latent magical strength.",4,1,280,18000,58,40.0,0.0,50.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0
104491,"Feather Waltz","A helmet used by a demigod knight called the Sky Dancer. It is said that he would dance freely in the sky and toss his enemies in the air.",4,1,135,7200,52,490.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104521,"Wizard's Hood","Proof one has attained the highest level of magic recognized by the state.\nThose who possess this hood\nare allowed to stand beside the king.",4,1,105,7200,52,165.0,0.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104522,"Holy Hood","A hood worn by successive religious leaders during diplomatic affairs. It grants the wearer powers of exorcism and the ability to see through illusions.",4,1,180,10000,52,90.0,0.0,45.0,0.0,4.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104523,"Gospel Tiara","A venerable crown worn by the queen of a magical kingdom. Using the crown's power to enhance her own magical abilities, she long brought order to her kingdom.",4,1,246,15000,55,100.0,0.0,45.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104551,"Elemental Heart","This special ore combines and encapsulates the magic of the four great spirits. It is the greatest creation of an extraordinary alchemist.",4,1,80,7200,53,0.0,66.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0
104552,"Sun Amulet","A necklace that uses jewels blessed by the sun god, specially crafted for those who resist demons. It allows one to face powerful enemies without fear.",4,1,120,15000,57,0.0,70.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0
104553,"Sovereign Flame","A ring adorned with a ruby said to hold a flame that has burned since the beginning of time. The wearer can enshroud themselves in an all-consuming inferno.",4,1,120,18000,60,200.0,74.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104554,"Feline Pendant","A jeweled pendant said to have been created by a cat god. Blessed with superhuman vision and reflexes, the wearer will corner their prey without fail.",4,1,120,18000,60,0.0,54.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
104581,"Sacrificial Bangles","A legendary magic tool created by a long reigning emperor. It is said to help its wearer by bearing whatever misfortunes fall upon them.",4,1,80,7200,53,240.0,0.0,10.0,5.0,6.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104582,"Lunar Bracelet","This bracelet is decorated with crystals that contain the magic of the moon. The ethereal light emanating from the moon will cast blessings and shake off any curse.",4,1,120,15000,57,300.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104583,"Disciple's Pendant","A pendant granted only to those who have been chosen by a sacred spirit. The spirit's boundless love confers a powerful protection from all dangers.",4,1,120,18000,60,200.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0
104611,"Selene's Lament","An amulet of the moon goddess, whose loved one was harmed by an arrow. The magic of the waning moon repels flying arrows.",4,1,80,7200,53,100.0,0.0,60.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104612,"Dragon's Tears","A rare ore formed from a dragon's tears that crystallized over an eternity. It makes its wearer's soul tremble as it houses the dragon's power.",4,1,120,15000,57,120.0,0.0,70.0,0.0,0.0,0.0,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
104613,"Archsage's Orb","A crystal ball into which a great sage poured all of his magical energies after leading an army to countless victories. Grants the holder wisdom to seize glory and success.",4,1,120,18000,60,0.0,0.0,80.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105011,"Lightning Blade","A greatsword born from the bolts of lightning hurled at the ground by a wrathful deity. Each swing sends sparks leaping across the sky above as it effortlessly carves through its foes.",5,1,120,24000,64,120.0,105.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
105012,"Sword of Liberation","A holy sword which acts as the key to open the gates to a sacred realm. Its divine aura banishes evil before the blade even so much as touches its target.",5,1,380,27000,72,120.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
105013,"Arbiter's Greatsword","A two-handed sword said to slice not through living beings, but through the sins they bear. Those struck by this weapon suffer no wounds, but devote the rest of their lives to atonement.",5,1,475,30000,80,140.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105014,"Wharfblade Aqua Ruler","A divine sword found enshrined in a sea god's temple, down in the ocean depths. Its watery blade can take any form the wielder wishes, even summoning floods, mist and whirlpools to torment their foe.",5,1,590,32000,88,160.0,132.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105041,"Whiteblossom Blade","A blade that shines with all the grace of pale cherry blossoms in full bloom. When the bell on its hilt rings out, enemies will meet with the same swift fate as the falling blossoms.",5,1,120,24000,64,0.0,118.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
105042,"Forsaken Blue","A magical sword from an empire that was tragically submerged.\nThe blade is inscribed with its homeland's history. Blessed by water spirits, it sweeps through the air like waves across the ocean.",5,1,280,27000,72,0.0,120.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0
105043,"Demon Blade Bloodcrow","A cursed katana that thirsts for human blood. If it judges its wielder unworthy, it will consume their life force, adding their soul's laments to the blight that it carries.",5,1,592,30000,80,0.0,125.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0
105044,"Firebrand Ignis","This crimson blade was forged from the very flames of a fire deity. Its scorching blade cleaves any material like a hot knife through butter, and it can summon infernos to reduce entire armies to ash.",5,1,560,32000,88,80.0,134.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105071,"Emerald Dagger","A dagger said to be blessed by a fertility deity. Its gleaming blade absorbs the vital energy of the natural world and channels it into each vivid strike.",5,1,120,24000,64,120.0,100.0,0.0,0.0,0.0,20.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105072,"Molten Edge","A dagger inhabited by spirits of fire. Its blade, which reaches temperatures comparable to lava from a volcanic eruption, can melt its unlucky targets with a single touch.",5,1,405,27000,72,40.0,115.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0
105073,"Tirnanog Dagger","A royal dagger passed down through generations of fairy monarchs. The arcane runes inscribed on its blade are said to ward off all evil that would approach its wielder.",5,1,420,30000,80,60.0,120.0,0.0,0.0,0.0,16.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105074,"Gemini Blitzprongs","The twin-pronged dagger wielded by a god of thunder and lightning. Its blades generate a boundless supply of electrical energy, unleashing bolts that seem to cover the entire breadth of the sky.",5,1,560,32000,88,110.0,124.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105101,"Moon Caestus","A battle glove with a divine aura, modeled after the moon in the night sky. With fists enrobed in moonlight, its wielder can deliver decisive blows that no foe can withstand.",5,1,280,24000,64,0.0,120.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
105102,"Crimson Claws","A blood-red pair of clawed gauntlets. Their savage strikes snatch away hope and leave only despair. Death awaits all who face them in battle.",5,1,280,27000,72,0.0,130.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105103,"Cocytus Nails","A frosty pair of claws crafted from the ice in the underworld. Those unlucky enough to be struck by these blades will swiftly be frozen, joining the ranks of the dead as an eternal statue of ice.",5,1,470,30000,80,0.0,120.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105104,"Stormlord Tempest Gear","The gauntlet of a god of mighty storms. Surrounded by a torrent of wind, its blows strike with all the force of miniature tornadoes, and any battlefield where it rages is reduced to a barren wasteland.",5,1,605,32000,88,0.0,124.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105131,"Platinum Wingspan","A bow modeled after a bird with shining metallic wings. Each arrow it fires soars like a bird on the wing and hunts down evil with eagle-eyed precision.",5,1,245,24000,64,0.0,100.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0
105132,"Abyss Bow","An arcane bow charmed by an ancient queen of demonfolk. The arrows it fires are shrouded in a veil of eerie darkness, and slip through the shadows to silently slay their targets.",5,1,280,27000,72,0.0,110.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0
105133,"Sunset Bow","A bow bestowed upon a legendary archer by the heavens when his trusty weapon crumbled and his quiver ran dry. Able to withstand the most rapid of volleys, it allows the wielder's true skill to shine.",5,1,420,30000,80,0.0,126.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
105134,"Greatbow Deusfall","A gigantic bow once wielded by a mighty hero of legend. Too heavy for ordinary humans to even lift, a single arrow unleashed from its string can pierce the heavens and slay the dragons that rule the sky.",5,1,560,32000,88,0.0,132.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
105161,"Deepfrost Lance","A frigid spear said to have been sealed in a legendary prison of ice. With a single thrust, its target will be frozen alive before they can so much as cry out.",5,1,120,24000,64,0.0,98.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
