room_item_id,level,item_detail,lvup_trigger_type,lvup_trigger_id,lvup_trigger_value,lvup_trigger_type_2,lvup_trigger_id_2,lvup_trigger_value_2,lvup_item1_type,lvup_item1_id,lvup_item1_num,lvup_time
148,1,"A fluffy cushion packed full of super soft feathers. The vivid pink cover will provide a colorful accent to any room!",0,0,0,0,0,0,0,0,0,0
149,1,"A fancy curtain that can also double as a room partition. The high-quality pink fabric is as enchanting to the touch as to the eye, tempting many to wrap themselves up in its folds.",0,0,0,0,0,0,0,0,0,0
150,1,"A pillar from the Caon guildhouse, featuring a white base with yellow accents. Its simple yet classy design is a good match for all sorts of furniture items.",0,0,0,0,0,0,0,0,0,0
151,1,"A special selection of Maho's favorite plush animals. Adorable to look at, soft and fluffy to the touch, and huggable beyond belief. Can there be any greater paradise?",0,0,0,0,0,0,0,0,0,0
152,1,"A plain barrel used to store the Caon guild members' weapons. Handy for those times when you need to rush out the door with weapon in hand, but dreadfully easy to knock over.",0,0,0,0,0,0,0,0,0,0
153,1,"A mysterious treasure chest that Makoto regularly warns visitors not to open. So heavy that only Makoto herself can lift it. Rumors of its contents abound, but nobody knows for sure what lies within.",0,0,0,0,0,0,0,0,0,0
154,1,"A delightful lamp that fills the entire room with a soothing glow. Its light, neither too bright nor too gloomy, is a source of comfort to guild members after a tough mission.",0,0,0,0,0,0,0,0,0,0
155,1,"The walls of the Caon guildhouse, rich with fairy-tale wonder. Living within these walls, it's easy to imagine that you're a king or queen ruling over your very own fantasyland.",0,0,0,0,0,0,0,0,0,0
156,1,"A colorful floor arrangement featuring a variety of traditional rugs. Certain to brighten up any room with its unusual, folksy vibe.",0,0,0,0,0,0,0,0,0,0
157,1,"A cute spiral staircase decked out in pink and white. Climbing its steps is sure to make you feel like a princess at a grand ball.",0,0,0,0,0,0,0,0,0,0
158,1,"A cute spiral staircase leading down to the floor below. Its elegant pillar features a small alcove holding a single candlestick.",0,0,0,0,0,0,0,0,0,0
201,1,"A chic, black lacquered chair. Carved using traditional techniques, its confident lines reflect the artisan's artistic flair.",0,0,0,0,0,0,0,0,0,0
202,1,"A chic, black lacquered table. Popular with the refined ladies of Landosol, perhaps for its air of eminence and class.",0,0,0,0,0,0,0,0,0,0
203,1,"A chic, black lacquered stool. The cherry blossom design on the front heralds the coming of spring. Naturally, it's also very comfy to sit on.",0,0,0,0,0,0,0,0,0,0
204,1,"A must for any traditional eastern-style room. Woven from the pith of the soft rush plant, these mats have an inviting scent and texture that make you want to lie down atop them.",0,0,0,0,0,0,0,0,0,0
205,1,"An ornate folding screen decorated with real gold. While it can be used as a separator in a luxury room, it also qualifies as an art piece in its own right.",0,0,0,0,0,0,0,0,0,0
206,1,"A lantern decorated with a cherry blossom pattern. Crafted using a sturdy wooden frame and high-quality paper. When lit, the cherry blossoms seem to glow of their own accord.",0,0,0,0,0,0,0,0,0,0
207,1,"A unique structure designed to bring the traditional eastern tearoom experience into your own home. Comes complete with its own selection of teas and sweet treats.",0,0,0,0,0,0,0,0,0,0
208,1,"A bell used in shrine ceremonies. In the hands of a traditional dancer, its tinkling peals ring out in time to the elegant motions. Wave it about too much, though, and you might annoy people.",0,0,0,0,0,0,0,0,0,0
209,1,"This tree embodies the spirit of spring. Beneath its branches, any scene transforms into a delightful picnic. Its fluttering blossoms are a treat for all the senses.",0,0,0,0,0,0,0,0,0,0
210,1,"A traditional sliding screen wall imported from a far-eastern land. Decorated with spring-themed imagery to brighten the hearts of all who see it.",0,0,0,0,0,0,0,0,0,0
211,1,"A sophisticated wooden floor decorated with a fine red carpet. The perfect backdrop to a set of spring-themed furnishings.",0,0,0,0,0,0,0,0,0,0
301,1,"A small stool made from a spongy material. It weighs very little and has no hard edges, so it's completely child-safe. This pink model is decorated with a cute bunny logo!",0,0,0,0,0,0,0,0,0,0
302,1,"A small stool made from a spongy material. It weighs very little and has no hard edges, so it's completely child-safe. This orange model is decorated with a cool shuriken logo!",0,0,0,0,0,0,0,0,0,0
303,1,"A small stool made from a spongy material. It weighs very little and has no hard edges, so it's completely child-safe. This violet model is decorated with an elegant butterfly logo!",0,0,0,0,0,0,0,0,0,0
304,1,"A kid-size flowery table that makes you want to invite friends over for an art session. Its smooth surface can be easily cleaned with a single wipe.",0,0,0,0,0,0,0,0,0,0
305,1,"Part of a popular series of rugs based on common monsters. Real monsters may be scary, but this cute rug is a great fit for any kid's room.",0,0,0,0,0,0,0,0,0,0
306,1,"Have you ever wanted to be a mystical seer? Just hold your hand over this magical orb, and wondrous visions will flutter forth! Disclaimer: Omens of the future not guaranteed.",0,0,0,0,0,0,0,0,0,0
307,1,"Sure to be your favorite spot from this day forth! Who could resist a ride on this cuddly little monster? Its adorable design has earned it fans of all ages.",0,0,0,0,0,0,0,0,0,0
308,1,"Prank lovers, rejoice! This may just be the biggest jack-in-the-box you've ever seen! As for what happens when you open it... there's only one way to find out!",0,0,0,0,0,0,0,0,0,0
309,1,"A classic children's wallpaper decorated with whimsical illustrations. Kids can't get enough of the bright, appealing colors.",0,0,0,0,0,0,0,0,0,0
310,1,"A bright and colorful floor design using cheerful pastel colors. Combine it with some cute furniture to complete the Little Lyrical atmosphere.",0,0,0,0,0,0,0,0,0,0
401,1,"A fully-featured stage set for karaoke lovers who want to step up their performance. Based on a popular idol group's stage setup, you too can recreate their concerts by combining this main unit with two companion side units. If you place all three in a room together, something special might happen!",0,0,0,0,0,0,0,0,0,0
402,1,"A fully-featured stage set for karaoke lovers who want to step up their performance. Based on a popular idol group's stage setup, you too can recreate their concerts by combining two of these side units with a central main unit. Or you can use each unit on its own for some cute solo sessions!",0,0,0,0,0,0,0,0,0,0
403,1,"An authentic replica of the snazzy stage outfits used by a certain popular idol group. Themed after the vastness of the galaxy, it's a simply heavenly look.",0,0,0,0,0,0,0,0,0,0
404,1,"A style of partition you're sure to have seen at hotels and fancy events. Use it to give your room's layout that exclusive feel.",0,0,0,0,0,0,0,0,0,0
405,1,"A fine bench to ease your body after a strenuous event. The extravagant design, which wouldn't seem out of place in a royal palace, lends a refined air to any room.",0,0,0,0,0,0,0,0,0,0
406,1,"A decorative fabric pennant featuring the logo of a popular idol group. Hardcore fans buy one to display, one to share with friends, and one to store safely away.",0,0,0,0,0,0,0,0,0,0
407,1,"A large fabric banner featuring the logo of a popular idol group. Thanks to its remarkable size, it can even be used as a fancy room partition.",0,0,0,0,0,0,0,0,0,0
408,1,"A simple yet imposing pillar, reminiscent of historic buildings. The fabric banners on each side, decorated with a popular idol group's logo, only serve to enhance its appeal.",0,0,0,0,0,0,0,0,0,0
409,1,"A wall design decorated with stars and beautiful curtains with a violet gradient. The overall twilight atmosphere transports visitors into a world of fantasy.",0,0,0,0,0,0,0,0,0,0
410,1,"An elegant, white dance floor decorated with the logo of a popular idol group. Just add a stage, and you'll have the perfect concert venue!",0,0,0,0,0,0,0,0,0,0
501,1,"A hammock rich with summer vibes. The perfect place to curl up and forget about the stress of everyday life. Let it sway you to sleep like the rolling ocean waves.",0,0,0,0,0,0,0,0,0,0
502,1,"A partition decorated with an arabesque design. Why not try using a few to give your home the flavor of a fancy resort?",0,0,0,0,0,0,0,0,0,0
503,1,"A fancy designer armchair. The deep blue contrasts with the white, calling to mind rolling seas and open skies. Do you hear the sound of waves in the distance?",0,0,0,0,0,0,0,0,0,0
504,1,"A two-seater sofa that's easy to sink right into. Exquisitely comfy, whether you're stretching out alone or cuddling up with a partner. And did you know the cushion part is removable?",0,0,0,0,0,0,0,0,0,0
505,1,"A practical storage unit for all your dishes and utensils. Decorate with small potted plants for that extra touch to freshen up any room.",0,0,0,0,0,0,0,0,0,0
506,1,"A deep blue chest of drawers. Just the right size to fit into any room's layout! The top surface is a perfect spot for small ornaments.",0,0,0,0,0,0,0,0,0,0
507,1,"A sleek wardrobe with a simple design. Featuring a striking deep blue that is guaranteed not to fade over time and refreshing white highlights, it's sure to add a little color to your bedroom!",0,0,0,0,0,0,0,0,0,0
508,1,"A minimalist cylindrical blue chair with a backrest. Made from a surprisingly soft material, so it's comfortable as well as stylish!",0,0,0,0,0,0,0,0,0,0
509,1,"A minimalist cylindrical blue stool. Its simple yet charming silhouette is popular with all ages.",0,0,0,0,0,0,0,0,0,0
510,1,"A pair of shelves that can be easily hung from any wall. Use them to liven up a lonely-looking spot!",0,0,0,0,0,0,0,0,0,0
511,1,"A sleek white table with an air of elegance. Doesn't it just make you want to sit down and write a handwritten letter? Comes as a set with a deep blue tablecloth. Bargain!",0,0,0,0,0,0,0,0,0,0
512,1,"A sizable white table that's perfect for summer. With a single flower carefully positioned in the middle of the regal blue tablecloth, every day will feel somehow special.",0,0,0,0,0,0,0,0,0,0
513,1,"Refreshingly bright walls that call to mind a summer getaway. If you peer through the cute little windows, surely you'll see sparkling waves lapping the sand!",0,0,0,0,0,0,0,0,0,0
514,1,"A straightforward blue floor that goes well with any room decorated in cool colors. Makes you feel a little cooler in the warmth of summer.",0,0,0,0,0,0,0,0,0,0
601,1,"A gorgeous water feature inset into the floor. Just gazing at it calms the soul and lifts the spirits. Bring the ocean into your own home!",0,0,0,0,0,0,0,0,0,0
602,1,"A ridable plush Sea Drake with a delightfully cushiony texture. Popular with not only kids, but with men and women of all ages as well! Both decorative and huggable—could you ask for any more?!",0,0,0,0,0,0,0,0,0,0
603,1,"A shell-design cushion that wouldn't look out of place in an undersea mermaid kingdom. You can almost see the little fish swimming happily by. Are you the true prince of the sea?",0,0,0,0,0,0,0,0,0,0
604,1,"A stool that's pleasantly cool to the touch. This revolution in seating technology has to be felt to be believed! You'll feel refreshed as well as relaxed!",0,0,0,0,0,0,0,0,0,0
605,1,"A slender structure that looks like a slice of the ocean itself. It's an aquarium, a partition and a decorative talking point all in one! Surround yourself with several to feel like you've left dry land behind!",0,0,0,0,0,0,0,0,0,0
606,1,"A beautiful arrangement of branching coral. The pastel colors make this the perfect decoration. An absolute must for any ocean-themed room! You'll feel like you've grown gills and scales of your own!",0,0,0,0,0,0,0,0,0,0
607,1,"A trio of fishy stickers ripe for sticking just about anywhere. Cover the whole room in a great school of them if you like! How fishy are you feeling today?",0,0,0,0,0,0,0,0,0,0
608,1,"An enchanting ocean backdrop. Have you wandered into a kingdom beneath the waves?! Call your friends and watch their jaws drop in amazement!",0,0,0,0,0,0,0,0,0,0
609,1,"A fancy wallpaper modeled on the deep ocean. Explore an undersea world of your very own! The perfect background for tropical fish stickers.",0,0,0,0,0,0,0,0,0,0
610,1,"A decorative floor design meant to resemble the ocean floor. Transform your room into a saltwater paradise! Welcome to the realm of the merfolk!",0,0,0,0,0,0,0,0,0,0
611,1,"A shell-design cushion that wouldn't look out of place in an undersea mermaid kingdom. You can almost see the little fish swimming gracefully by. Are you the true princess of the sea?",0,0,0,0,0,0,0,0,0,0
612,1,"A special-order costume, overseen by Landosol's greatest ricemeister. Each individual grain is lovingly crafted in every detail. Remarkably enough, it's also designed to be incredibly comfortable to wear, in order to capture the convenience and practicality that the venerable rice ball embodies.",0,0,0,0,0,0,0,0,0,0
701,1,"A model cannon used by Nightmare in their combat training. Outwardly identical to the real thing, but instead of cannonballs, it fires cute star effects. Use it at parties to give your guests a big surprise!",0,0,0,0,0,0,0,0,0,0
702,1,"A trusty training dummy used by Nightmare. Originally designed specifically for training apprentice knights, it has since garnered attention as an exercise tool for civilians, so it may just become next year's hot item!",0,0,0,0,0,0,0,0,0,0
703,1,"Modeled upon the king of beasts, this fountain fixes all who approach with a steely gaze. Far from a soothing water feature, its water flows forth like a wild and untamed river. Rumor has it that if you toss a single rupie into the fountain over your shoulder, your wish will come true.",0,0,0,0,0,0,0,0,0,0
704,1,"A spare suit of armor that Jun keeps in the palace for emergencies. The sight of the armor alone is enough to intimidate most passersby. As Jun always keeps it well-maintained, there's not a speck of dust to be seen on its surface.",0,0,0,0,0,0,0,0,0,0
705,1,"A spare shield that Matsuri keeps handy for impromptu training sessions. Constructed from lightweight materials, it's easy for even a child to handle. From the many scratches across the surface, it's clear that Matsuri has been training hard.",0,0,0,0,0,0,0,0,0,0
706,1,"A grand staircase like those leading to the upper levels of the palace. Designed by one of the finest architects in Astraea, it's a work of art in its own right.",0,0,0,0,0,0,0,0,0,0
707,1,"A grand staircase like those leading to the lower levels of the palace. It's always kept so immaculately clean, you'll need to be careful not to slip on the polished surface!",0,0,0,0,0,0,0,0,0,0
708,1,"An elegant banner of the finest cloth, just like those seen in the royal palace. The vivid red coloring lends an air of opulence to any room.",0,0,0,0,0,0,0,0,0,0
709,1,"A wall lamp of the same model used in the royal palace. Indirect lighting is a must for an elegant interior! Why not see how it changes the atmosphere of your own home?",0,0,0,0,0,0,0,0,0,0
710,1,"The dignified design of the royal palace walls. Its elegant white curves speak of virtue and nobility. Even the spring breeze feels somehow more refined when it blows in through these windows.",0,0,0,0,0,0,0,0,0,0
711,1,"The marble flooring used in the royal palace. The distinctive clacking sound that rings out when you walk on it only adds to the noble atmosphere.",0,0,0,0,0,0,0,0,0,0
801,1,"Who knows what surprises you'll find inside this basketful of Halloween trickery? It's sure to keep you entertained long after the spooky season is over! All together now... ""Trick or treat!""",0,0,0,0,0,0,0,0,0,0
802,1,"A table filled with Halloween spirit. Perfect for throwing a party with all the sweet treats you've collected. Who knows, you might make friends with some visitors from the other side...",0,0,0,0,0,0,0,0,0,0
803,1,"A cute little round table decorated for Halloween. There's no mistaking those bright, seasonal colors! Anyone can see today's a special day!",0,0,0,0,0,0,0,0,0,0
804,1,"Have you ever seen such a cute-yet-spooky decoration? Its remarkable presence threatens to dominate the room with Halloween spirit.",0,0,0,0,0,0,0,0,0,0
805,1,"A simple candleholder carved from a Halloween pumpkin. Stylish, spooky, and surprisingly relaxing to gaze at!",0,0,0,0,0,0,0,0,0,0
806,1,"A classic decorative Halloween pumpkin. You can't start the spooky celebrations without this trusty seasonal mascot. Everyone loves his eerie smirk!",0,0,0,0,0,0,0,0,0,0
807,1,"A practical chair with a cute pumpkin design. Lends a certain spookiness to any room.",0,0,0,0,0,0,0,0,0,0
808,1,"A handy stool decorated in Halloween colors. Small, light and durable, so you can easily carry it around and use it anywhere. The secret star of the party!",0,0,0,0,0,0,0,0,0,0
809,1,"A welcoming armchair that's all too easy to just sink right into. Is there some kind of Halloween magic at work here?!",0,0,0,0,0,0,0,0,0,0
810,1,"This Halloween-themed bed is so comfortable, you'll lose consciousness the second you hit the sheets. Spooky nightmares? Perish the thought! You'll rest in peace for sure!",0,0,0,0,0,0,0,0,0,0
811,1,"A practical cabinet with some spooky little touches. Filled with all the utensils you'll need for the perfect Halloween party!",0,0,0,0,0,0,0,0,0,0
812,1,"How can you fail to love this boldly designed chest of drawers? With ample storage space, it can easily hold your clothes for every season, not just Halloween!",0,0,0,0,0,0,0,0,0,0
813,1,"An ornate partition with a spooky twist. Sneak a peek through the bars for some tricky inspiration!",0,0,0,0,0,0,0,0,0,0
814,1,"If you're looking to give your room a spooky mood, look no further than this wall design. When the moon comes out, there'll be ghosts about! A Halloween wonderland awaits!",0,0,0,0,0,0,0,0,0,0
815,1,"The perfect flooring to match a spooky theme. Set up a few lamps, tables and snacks and hold your very own Halloween dance party!",0,0,0,0,0,0,0,0,0,0
816,1,"From the earworms you can't stop humming to beautiful themes that bring back emotional memories, this special jukebox is where you'll find it all. With a tasteful antique design, there's no better home for the melodies you love.",0,0,0,0,0,0,0,0,0,0
901,1,"A proper wood-fired oven, perfect for baking sweet treats. The high temperatures it reaches will make your pastries extra crispy. Whether you're an occasional hobby baker or an aspiring patissier, you can't go wrong with quality like this!",0,0,0,0,0,0,0,0,0,0
902,1,"A kitchen cupboard complete with all the equipment you need to make some serious coffee. As you prepare your brew in the siphon coffee maker, the tantalizing scent of fresh coffee beans will fill the room. It takes time to get these things right, but boy, is it ever worth it!",0,0,0,0,0,0,0,0,0,0
903,1,"The perfect lamp for a stylish cafe. It bathes the room in soothing tones, creating a comfortable space for discerning adults to take a well-earned break.",0,0,0,0,0,0,0,0,0,0
904,1,"A wooden table and chair set designed to match a cafe interior. You'll find a hot drink and a selection of sweet morsels laid out ready to enjoy, so sit back and let your worries fade away.",0,0,0,0,0,0,0,0,0,0
905,1,"A wooden cafe-style chair, comfortable enough that you could happily sit in it for hours. Enjoy a drink and a snack, or just settle down and enjoy a moment of peace.",0,0,0,0,0,0,0,0,0,0
906,1,"A sturdy wooden cafe counter. Why not strike up some friendly conversation with the customers as you prepare their orders? Take advantage of the ample space to cook up a variety of new menu items!",0,0,0,0,0,0,0,0,0,0
907,1,"A traditional wooden partition decorated with a little bit of greenery. A must for any cafe interior, since it helps the customers maintain a little privacy. Now let's get down to some juicy conversation!",0,0,0,0,0,0,0,0,0,0
908,1,"This menu board is sure to catch the eyes of anyone passing by. The stylish illustration speaks volumes to the love this cafe's staff puts into their craft. Let's see what today's special is!",0,0,0,0,0,0,0,0,0,0
909,1,"A wooden ladder leading to the floor above. It can be folded away for easy transportation, so pick the perfect spot and get climbing!",0,0,0,0,0,0,0,0,0,0
910,1,"A wooden ladder leading down to the floor below. It's nothing fancy, but feels so reassuringly sturdy that you won't have any trouble getting down. Still, it never hurts to be careful.",0,0,0,0,0,0,0,0,0,0
911,1,"A classic wall design that calls to mind a traditional cafe. This comforting interior is the perfect complement for a nice, hot drink. Now you're ready to kick back and enjoy the scent of brewing coffee.",0,0,0,0,0,0,0,0,0,0
912,1,"A floor constructed from naturally shaped stone tiles. The refreshing white tones are the perfect match for a cafe interior where you can enjoy a relaxing break in style.",0,0,0,0,0,0,0,0,0,0
913,1,"A home away from home for a fairy who enjoys the natural life. Complete with a fairy-sized tea set and a basketful of extremely comfy-looking cushions, even the local sparrows are big fans of the decor. With such an inviting spot in your home, surely Nebbia won't be able to resist dropping by.",0,0,0,0,0,0,0,0,0,0
1001,1,"A magical picture book whose story seems to come to life as you read it, this festive tale provides a level of immersion no other book can hope to match. You'll feel as though it's drawn you into a whole other world.",0,0,0,0,0,0,0,0,0,0
1002,1,"A special costume produced under the supervision of Lima herself. She even procured the all-important Santa outfit out of her own pocket. While the thick, fluffy texture is nearly indistinguishable from the real thing, the costume as a whole feels surprisingly light to wear. It would be a crime not to give this passion project a whirl, so let's get dancing!",0,0,0,0,0,0,0,0,0,0
1003,1,"A traditional holiday tree decorated with twinkling lights and cute ribbons. Watching the bulbs flashing on and off in different patterns never gets old. The only question is, who gets to put the shining star on top?",0,0,0,0,0,0,0,0,0,0
1004,1,"With a wreath, candles, and ornaments to match, this fireplace is all ready for the festive season. Nothing soothes the soul or warms the heart quite as easily as flickering candlelight.",0,0,0,0,0,0,0,0,0,0
1005,1,"Someone really went all out decorating this table for the holiday season. With a festive candle, a bottle of bubbly, and even a tiny tree of its own, everything's set to begin the celebrations!",0,0,0,0,0,0,0,0,0,0
1006,1,"A table that's been tastefully decorated for the festive season. It might not be big enough for a full holiday dinner, but it'll certainly help to set the mood.",0,0,0,0,0,0,0,0,0,0
1007,1,"A bookshelf in the unmistakable shape of a familiar seasonal decoration. The bell at the top is a cute touch to ring in the festive spirit. Of course, this shelf is no slouch in the storage department either—there's even a sizable compartment tucked away at the bottom!",0,0,0,0,0,0,0,0,0,0
1008,1,"A sleigh that's so loaded with presents, Santa's going to have trouble finding a spot to sit down. Every good boy and girl deserves their own special treat!",0,0,0,0,0,0,0,0,0,0
1009,1,"A cute decorative reindeer with two different festively colored antlers. Do you think he'll be pulling Santa's sleigh through the stars and over the rooftops tonight?",0,0,0,0,0,0,0,0,0,0
1010,1,"A cute decorative reindeer with an unconventional hue to its fur. Do you think he'll be pulling Santa's sleigh across the snowy plains of the North Pole tonight?",0,0,0,0,0,0,0,0,0,0
1011,1,"Always wanted a reindeer of your own to ride? Well, this chair is the next best thing. Set it up alongside a festive table and enjoy a hearty meal.",0,0,0,0,0,0,0,0,0,0
1012,1,"You'd be forgiven for trying to eat this stool, because it looks and feels for all the world like a certain chocolatey festive treat. Sadly, it's not actually edible, but it does give off a faint sugary scent.",0,0,0,0,0,0,0,0,0,0
1013,1,"A two-seater sofa in bright, festive colors. Snuggle up with a special someone, and you might find yourselves in the mood for kissing under the mistletoe.",0,0,0,0,0,0,0,0,0,0
1014,1,"A comfy armchair in bright, festive colors. If this isn't the time of year to curl up and get comfortable, when is?",0,0,0,0,0,0,0,0,0,0
1015,1,"A seasonal bed with a frame designed to resemble a sleigh. Best not to let Santa ride this one, though—it's so comfortable, he might sleep right through the big night! The stocking hung up by the pillow may look tiny, but it's made from a flexible material that can hold even the largest of presents.",0,0,0,0,0,0,0,0,0,0
1016,1,"A wall decked out with festive garlands. Can't have a festive season without the proper decorations!",0,0,0,0,0,0,0,0,0,0
1017,1,"A wooden floor with a great big rug in a patchwork of comforting festive colors. Just what you need to warm your body and heart through the winter months. It looks so inviting, you'll be tempted to curl up and go to sleep right there!",0,0,0,0,0,0,0,0,0,0
1018,1,"A traditional New Year's decoration made from two plump rice cakes topped with an orange. Said to symbolize good fortune in the year ahead, it's a must for any discerning household.",0,0,0,0,0,0,0,0,0,0
1019,1,"A traditional New Year's decoration centered on three fine columns of bamboo. Place it near the entrance to a dwelling to invite the spirits' blessings for the year ahead.",0,0,0,0,0,0,0,0,0,0
1101,1,"An adorable tepee-style tent decorated with a starry design. The cushions inside may look like freshly fallen snow, but once you curl up on them, you'll be comfy enough to hibernate until spring.",0,0,0,0,0,0,0,0,0,0
1102,1,"A simple white rocking chair. As you rock yourself to and fro, you'll feel all of your worries drifting away. Careful not to rock the whole day away, now!",0,0,0,0,0,0,0,0,0,0
1103,1,"A sizeable plushie modeled after the finest bird in all the snowy regions. Climb onto its back, and you'll be able to wrap your whole body around its silky-soft feathers. They're every bit as luxuriant as the real thing!",0,0,0,0,0,0,0,0,0,0
1104,1,"A traditional heating apparatus with a decidedly portly design. It may look old-fashioned, but you'll be surprised how much warmth it can bring to a room. The perfect companion for the winter months.",0,0,0,0,0,0,0,0,0,0
1105,1,"A small side table in cool, wintry colors. Comes as a set with an adorable little teddy bear who'll keep you company on those cold, snowy nights.",0,0,0,0,0,0,0,0,0,0
1106,1,"A snowy-white knitted cushion with a large, rotund design. Just as springy and bouncy as it looks, it's a delight to perch on.",0,0,0,0,0,0,0,0,0,0
1107,1,"A dusky-looking knitted cushion with a large, rotund design. Just as squishy and soft as it looks, you'll want to sink right into it.",0,0,0,0,0,0,0,0,0,0
1108,1,"A window looking out on the winter sky outside. The aurora sweeping across the stars is such a rare and magical sight, you'll want to spend the whole evening just gazing at it.",0,0,0,0,0,0,0,0,0,0
1109,1,"A garland decoration designed to resemble falling snow. Each crystal snowflake faintly sparkles, lending a magical glow to the room around it.",0,0,0,0,0,0,0,0,0,0
1110,1,"A two-tone wall design featuring refreshing white tones on one side and a comforting blue-gray on the other. They complement one another to give the room a humble elegance.",0,0,0,0,0,0,0,0,0,0
1111,1,"A floor pre-laid with a selection of warm, wintry rugs. You'll be tempted to roll around just to experience all the different shapes, sizes and textures. Why not call your friends for a comfy pajama party?",0,0,0,0,0,0,0,0,0,0
1112,1,"A charming backdrop rich with freshly fallen snow. You can just feel the wintry wind blowing through the glistening snowflakes.",0,0,0,0,0,0,0,0,0,0
1113,1,"A trophy presented to the proud patissier who created this Valentine's Day's most delicious cake. The golden confection inspires exciting new culinary possibilities, while also whetting the appetite for more sweet treats. Careful not to indulge yourself too much!",0,0,0,0,0,0,0,0,0,0
1201,1,"A table decked out to celebrate a very special anniversary. Gather around to sample all the sweet treats and reminisce over the exciting events of the past year!",0,0,0,0,0,0,0,0,0,0
1202,1,"A side table decked out to celebrate a very special anniversary. Raise your glass and make a toast to many more happy years ahead!",0,0,0,0,0,0,0,0,0,0
1203,1,"A music box modeled after the royal palace that serves as a symbol of Landosol. Wind it up to hear a melody so charming, you won't be able to resist humming along.",0,0,0,0,0,0,0,0,0,0
1204,1,"A stately monument for a special occasion. The rich greenery lends a refreshing air to the room. Strike a pose in front of this monument, and you'll feel like the hero of a fantastic story!",0,0,0,0,0,0,0,0,0,0
1205,1,"Modeled on Pecorine of the Gourmet Guild, this adorable plush doll is part of the first wave of the charming PriPlushie series. You can't help but smile at the sight of this perpetually peckish princess. All together, now: ""How crazy is that?!""",0,0,0,0,0,0,0,0,0,0
1206,1,"Modeled on Kokkoro of the Gourmet Guild, this adorable plush doll is part of the first wave of the charming PriPlushie series. For those moments when you just can't resist the urge to give your loyal attendant a great big hug.",0,0,0,0,0,0,0,0,0,0
1207,1,"Modeled on Karyl of the Gourmet Guild, this adorable plush doll is part of the first wave of the charming PriPlushie series. Don't those cute little kitty ears make you want to pat her head all day long? Just don't try it with the real thing, unless you're a fan of death threats.",0,0,0,0,0,0,0,0,0,0
1208,1,"A decorative pole topped with a beautiful display of flowers. Each time your eyes drift upward, the natural pastel colors will cleanse your mind and soul. What better way to decorate for a special occasion?",0,0,0,0,0,0,0,0,0,0
1209,1,"A special wall design featuring the fancy balcony of your dreams. When you lean out and gaze across the city, you'll feel like a princess in her castle! Just be careful not to fall!",0,0,0,0,0,0,0,0,0,0
1210,1,"A classy floor design complete with a deluxe red carpet. Just standing on such a glamorous stage seems to make your back straighten and your attitude sharpen.",0,0,0,0,0,0,0,0,0,0
1211,1,"Proof that you have conquered Darkblight Crag. Enjoy the thick and creamy flavor of the Ultimate Egg draped across freshly cooked rice, with a dash of potent soy sauce. The more you eat, the more your stomach rejoices!",0,0,0,0,0,0,0,0,0,0
1301,1,"A fancy couch with a moody black and violet design. Simply lean up against the armrest and you'll instantly feel like the picture of nobility.",0,0,0,0,0,0,0,0,0,0
1302,1,"A dressing table for those who believe that beauty should be eternal. Gaze into the mirror, and you'll surely see the fairest of them all.",0,0,0,0,0,0,0,0,0,0
1303,1,"All dolled up in a fabulous headdress, this teddy bear clearly belongs among the ranks of high society. Nobody else is worthy of taking a seat on her exclusive personal chair.",0,0,0,0,0,0,0,0,0,0
1304,1,"Resting atop a crimson cloth, this candlestick burns with an eerie purple flame. The matching purple roses somehow never seem to wilt.",0,0,0,0,0,0,0,0,0,0
1305,1,"A resting place fit for a princess of the night. It's said that those who fall asleep here may never want to awaken again. The canopy-style curtains block out the light of the sun, letting you enjoy perfect darkness even in the middle of the day.",0,0,0,0,0,0,0,0,0,0
1306,1,"A purple cloth partition with the appearance of a gateway to who-knows-where. The thick drapes are fully soundproof, so stepping through them might just bring you eternal peace.",0,0,0,0,0,0,0,0,0,0
1307,1,"Drape these dark curtains around your living space to transform it into a domain of spiritual enlightenment. The crimson roses stand out like tears of blood against the dusky surface.",0,0,0,0,0,0,0,0,0,0
1308,1,"A floor with a distinctly mystical design. Atop these purple tiles of light and darkness, the spirits may dance the night away...",0,0,0,0,0,0,0,0,0,0
1401,1,"A charming water feature decorated with flowers, just the right size for Nebbia to enjoy.",0,0,0,0,0,0,0,0,0,0
1402,1,"A beautiful outfit in the style of the eastern lands, mounted on a display stand that allows it to serve as a freestanding decorative piece. ",0,0,0,0,0,0,0,0,0,0
1403,1,"A traditional set of ornamental wooden drawers. Though the joints are sturdily fashioned with expert craftsmanship, do be aware that it's not actually intended for climbing on.",0,0,0,0,0,0,0,0,0,0
1404,1,"A backdrop featuring traditional eastern nature motifs. Said to bring good fortune, this design will let you enjoy an exotic springtime right at home in Landosol.",0,0,0,0,0,0,0,0,0,0
1405,1,"A trophy granted to those who have become one with the skies of Landosol, soaring and whirling like a spinning top gone wild. The golden heart design supposedly represents the fearless spirit of adventure required to fly such incredible distances. Disclaimer: Kuka is a trained professional (or so we're told). Do not attempt any of her stunts at home!",0,0,0,0,0,0,0,0,0,0
1501,1,"An adorable bed fashioned from simple wooden logs. The natural green coloring calls to mind a comforting woodland breeze. When you sink into the soft mattress, surrounded by the scent of the forest, you'll sleep like a log yourself!",0,0,0,0,0,0,0,0,0,0
