command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
12030065,203,3,3,nyx_203_yukari_05,0,nyx_203_yukari_06,1,0.2,"",""
12030066,203,3,103431,nyx_203_yukari_05,0,nyx_203_yukari_06,1,0.2,"",""
12030067,203,93,0.66,"","","","","","",""
12030068,203,12,104831,12,1,"","","","",""
12030069,203,93,2,"","","","","","",""
12030070,203,12,103431,9,1,"","","","",""
12030071,203,3,104631,nyx_lookup,0,nyx_talk_sad,1,0.2,0.2,""
12030072,203,4,3,0,"","","","","",""
12030073,203,4,103431,0,"","","","","",""
12030074,203,3,3,nyx_203_yukari_04,0,"","",0.2,"",""
12030075,203,3,103431,nyx_203_yukari_04,0,"","",0.2,"",""
12030076,203,2,3,-285,-10,0.67,0,"","",""
12030077,203,2,103431,-285,-10,0.67,0,"","",""
12030078,203,93,0.67,"","","","","","",""
12030079,203,93,0.83,"","","","","","",""
12030080,203,2,3,-265,-10,0.5,0,"","",""
12030081,203,2,103431,-265,-10,0.5,0,"","",""
12030082,203,93,0.5,"","","","","","",""
12030083,203,2,3,-202,-10,0.67,0,"","",""
12030084,203,2,103431,-202,-10,0.67,0,"","",""
12030085,203,12,104631,5,1,"","","","",""
12030086,203,93,0.67,"","","","","","",""
12030087,203,2,3,-200,-10,0.67,0,"","",""
12030088,203,2,103431,-200,-10,0.67,0,"","",""
12030089,203,93,0.67,"","","","","","",""
12030090,203,3,3,nyx_203_yukari_05,1,"","",0.2,"",""
12030091,203,3,103431,nyx_203_yukari_05,1,"","",0.2,"",""
12030092,203,93,0.66,"","","","","","",""
12030093,203,3,104631,nyx_idle_sad,1,"","",0.2,"",""
12030094,203,12,103431,6,1,"","","","",""
12030095,203,4,3,0,"","","","","",""
12030096,203,4,103431,0,"","","","","",""
12030097,203,93,1,"","","","","","",""
12030098,203,101,12030039,"","","","","","",""
12040001,204,1,1,104831,110,121.8,28.5,1.2,1,nyx_204_mifuyu_01
12040002,204,5,2,2,120,121.8,28.5,1.2,1,nyx_204_mifuyu_01
12040003,204,1,1,103431,110,-278,-286.1,1.2,0,nyx_idle_normal
12040004,204,1,1,104631,140,283.5,-286.1,1.2,1,nyx_idle_normal
12040005,204,1,1,103231,110,-413,-286.1,1.2,0,nyx_idle_normal
12040006,204,31,2,1,0,0,1,1,"",""
12040007,204,5,3,3,130,109,-278,1.2,0,nyx_yagura_up_harf
12040008,204,31,14,2,-111,34,1,1,"",""
12040009,204,25,bgm_M347,bgm_M347,"","","","","",""
12040010,204,93,2,"","","","","","",""
12040011,204,3,104831,nyx_204_mifuyu_01,1,"","",0.2,"",""
12040012,204,3,2,nyx_204_mifuyu_01,1,"","",0.2,"",""
12040013,204,11,104831,"Well, it looks like...\nit's finally complete...",20,"","",0,"",""
12040014,204,93,0.2,"","","","","","",""
12040015,204,3,104631,nyx_lookup,0,nyx_204_akino_01_loop,1,0.2,0.2,""
12040016,204,93,0.5,"","","","","","",""
12040017,204,3,104831,nyx_204_mifuyu_02,1,"","",0.2,"",""
12040018,204,3,2,nyx_204_mifuyu_02,1,"","",0.2,"",""
12040019,204,91,12040013,"","","","","","",""
12040020,204,11,104831,"I'm sure it didn't have\nmost of these features\nat the planning stage...",20,"","",0,"",""
12040021,204,93,1.5,"","","","","","",""
12040022,204,3,103431,nyx_lookup,0,nyx_lookup_loop,1,0.2,0.2,""
12040023,204,91,12040020,"","","","","","",""
12040024,204,93,0.2,"","","","","","",""
12040025,204,3,103231,nyx_204_akino_01,0,"","",0.2,"",""
12040026,204,11,103231,"Isn't it utterly amazing?!\nThis is the fruit of\nall our ideas combined!",20,"","","","",""
12040027,204,93,1,"","","","","","",""
12040028,204,3,103231,nyx_204_akino_02,1,"","",0.2,"",""
12040029,204,91,12040026,"","","","","","",""
12040030,204,93,0.5,"","","","","","",""
12040031,204,11,104831,"Oh yes, I'm amazed.\nAmazed at how far\noff the rails you all went...",20,"","",0,"",""
12040032,204,93,0.2,"","","","","","",""
12040033,204,3,104831,nyx_204_mifuyu_03,1,"","",0.2,0.2,""
12040034,204,3,2,nyx_204_mifuyu_03,1,"","",0.2,0.2,""
12040035,204,93,3,"","","","","","",""
12040036,204,91,12040031,"","","","","","",""
12040037,204,3,104631,nyx_talk_sad,1,"","","","",""
12040038,204,11,104631,"M-Mifuyu?\nWhy're you shaking?",20,"","","","",""
12040039,204,91,0,"","","","","","",""
12040040,204,3,104831,nyx_204_mifuyu_04,0,nyx_204_mifuyu_05,1,0.3,0.3,""
12040041,204,3,2,nyx_204_mifuyu_04,0,nyx_204_mifuyu_05,1,0.3,0.3,""
12040042,204,11,104831,"Why do you think?!\nThis thing is a mountain\nof unnecessary expenses!",20,"","",0,"",""
12040043,204,93,0.6,"","","","","","",""
12040044,204,3,104631,cmn_shock_def_N,0,nyx_idle_surprise2,1,0.3,0.2,""
12040045,204,3,103431,cmn_shock_def_N,0,nyx_idle_sad,1,0.3,0.2,""
12040046,204,3,103231,cmn_shock_def_N,0,nyx_idle_surprise1,1,0.3,0.2,""
12040047,204,93,1.5,"","","","","","",""
12040048,204,91,12040042,"","","","","","",""
12040049,204,11,104831,"There's not a shred of\nefficiency to be found\nin its whole titanic body...!",20,"","",0,"",""
12040050,204,91,0,"","","","","","",""
12040051,204,3,103431,nyx_talk_sad,1,"","",0.3,0.3,""
12040052,204,11,103431,"P-please calm down,\nMifuyu... There just\nwasn't any other way...",20,"","","","",""
12040053,204,91,0,"","","","","","",""
12040054,204,11,104831,"Calm down?!\nHow am I supposed\nto calm down?!",20,"","",0,"",""
12040055,204,93,2.7,"","","","","","",""
12040056,204,3,103431,nyx_cmn_03,1,"","",0.3,0.3,""
12040057,204,3,104831,nyx_204_mifuyu_07,0,nyx_204_mifuyu_06,1,0.3,0.3,""
12040058,204,3,2,nyx_204_mifuyu_07,0,nyx_204_mifuyu_06,1,0.3,0.3,""
12040059,204,91,12040052,"","","","","","",""
12040060,204,93,0.5,"","","","","","",""
12040061,204,4,103431,0,1,"","","","",""
12040062,204,93,0.5,"","","","","","",""
12040063,204,12,103431,2,1,"","","","",""
12040064,204,93,1.5,"","","","","","",""
12040065,204,12,104631,17,1,"","","","",""
12040066,204,3,104631,nyx_talk_sad,1,"","",0.3,0.3,""
12040067,204,93,1.5,"","","","","","",""
12040068,204,4,103431,1,1,"","","","",""
12040069,204,3,104631,nyx_idle_sad,1,"","",0.3,0.3,""
12040070,204,93,0.2,"","","","","","",""
12040071,204,12,103231,7,1,"","","","",""
12040072,204,3,103231,nyx_talk_joy1,0,cmn_pose02_def_N,1,0.3,0.2,""
12040073,204,93,0.1,"","","","","","",""
12040074,204,3,103431,nyx_talk_sad,1,"","",0.3,0.3,""
12040075,204,93,2,"","","","","","",""
12040076,204,12,104831,15,1,"","","","",""
12040077,204,93,2,"","","","","","",""
12040078,204,101,12040061,1,"","","","","",""
13010001,301,1,1,111031,110,-135,-277,1.2,0,nyx_301_yuni_01
13010002,301,31,3,1,0,0,1,1,"",""
13010003,301,31,17,2,40,-195,1,1,"",""
13010004,301,31,18,3,40,-195,1,0,"",""
13010005,301,31,19,4,40,-195,1,0,"",""
13010006,301,25,bgm_M347,bgm_M347,"","","","","",""
13010007,301,93,2,"","","","","","",""
13010008,301,11,111031,"Ah, Friendbot X...\nYou were a grand fusion\nof hopes and dreams...",20,"","","","",""
13010009,301,91,0,1,"","","","","",""
13010010,301,11,111031,"It would be a tragedy\nto let such fine innovation\nwaste away as scrap metal.",20,"","","","",""
13010011,301,91,0,1,"","","","","",""
13010012,301,93,0.6,"","","","","","",""
13010013,301,3,111031,nyx_103_yuni_02,1,"","",0.2,"",""
13010014,301,11,111031,"As such, I've taken the\nliberty of gathering\nthe bot's remaining parts...",20,"","","","",""
13010015,301,91,0,1,"","","","","",""
13010016,301,3,111031,cmn_pose02_def_N,0,nyx_idle_normal,"",0.2,0.2,""
13010017,301,11,111031,"But simply repairing\nand reassembling them\nwould produce a mere replica.",20,"","","","",""
13010018,301,91,0,1,"","","","","",""
13010019,301,3,111031,nyx_103_yuni_03,0,nyx_103_yuni_04,1,0.2,"",""
13010020,301,11,111031,"That wouldn't do at all.\nI'll miniaturize the chassis\nand upgrade its features...",20,"","","","",""
13010021,301,91,0,1,"","","","","",""
13010022,301,3,111031,cmn_pose02_def_N,1,"","",0.2,"",""
13010023,301,11,111031,"Features... yes...\nThis barley broth and\ntaiyaki, for instance...",20,"","","","",""
13010024,301,91,0,"","","","","","",""
13010025,301,93,0.5,"","","","","","",""
13010026,301,3,111031,nyx_301_yuni_03,1,"","",0.2,"",""
13010027,301,11,111031,"Wait. Why were these\nfoods and beverages\nincluded in the first place?",20,"","","","",""
13010028,301,91,0,1,"","","","","",""
13010029,301,11,111031,"It defies comprehension...\nI suppose my first step\nmust be a full analysis.",20,"","","","",""
13010030,301,91,0,1,"","","","","",""
13010031,301,3,111031,nyx_301_yuni_01,1,"","",0.2,"",""
13010032,301,11,111031,"A puzzling conundrum...\nThis will be a task\nworthy of my intellect.",20,"","","","",""
13010033,301,91,0,"","","","","","",""
13010034,301,93,2,"","","","","","",""
13010035,301,4,111031,1,"","","","","",""
13010036,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010037,301,2,111031,-230,-277,1.5,"","","",""
13010038,301,93,1.5,"","","","","","",""
13010039,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010040,301,93,3,"","","","","","",""
13010041,301,4,111031,0,"","","","","",""
13010042,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010043,301,2,111031,-95,-277,1.5,"","","",""
13010044,301,93,1.5,"","","","","","",""
13010045,301,12,111031,12,1,"","","","",""
13010046,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010047,301,93,0.4,"","","","","","",""
13010048,301,32,3,1,"","","","","",""
13010049,301,93,2.6,"","","","","","",""
13010050,301,4,111031,1,"","","","","",""
13010051,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010052,301,2,111031,-230,-277,1.5,"","","",""
13010053,301,93,1.5,"","","","","","",""
13010054,301,12,111031,13,1,"","","","",""
13010055,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010056,301,93,3,"","","","","","",""
13010057,301,4,111031,0,"","","","","",""
13010058,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010059,301,2,111031,-95,-277,1.5,"","","",""
13010060,301,93,1.5,"","","","","","",""
13010061,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010062,301,93,0.4,"","","","","","",""
13010063,301,32,4,1,"","","","","",""
13010064,301,93,2.6,"","","","","","",""
13010065,301,4,111031,1,"","","","","",""
13010066,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010067,301,2,111031,-230,-277,1.5,"","","",""
13010068,301,93,1.5,"","","","","","",""
13010069,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010070,301,93,3,"","","","","","",""
13010071,301,4,111031,0,"","","","","",""
13010072,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010073,301,2,111031,165,-277,4,"","","",""
13010074,301,93,4,"","","","","","",""
13010075,301,12,111031,12,1,"","","","",""
13010076,301,3,111031,nyx_301_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13010077,301,93,3,"","","","","","",""
13010078,301,4,111031,1,"","","","","",""
13010079,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010080,301,2,111031,-230,-277,4,"","","",""
13010081,301,93,4,"","","","","","",""
13010082,301,12,111031,17,1,"","","","",""
13010083,301,3,111031,cmn_pose02_def_N,0,nyx_idle_normal,1,0.2,0.2,""
13010084,301,93,4,"","","","","","",""
13010085,301,4,111031,0,"","","","","",""
13010086,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010087,301,2,111031,165,-277,4,"","","",""
13010088,301,93,4,"","","","","","",""
13010089,301,3,111031,nyx_301_yuni_02,0,nyx_303_yuni_01,0,0.2,0.2,""
13010090,301,93,2.4,"","","","","","",""
13010091,301,12,111031,7,1,"","","","",""
13010092,301,93,1.6,"","","","","","",""
13010093,301,4,111031,1,"","","","","",""
13010094,301,3,111031,cmn_walk_def_N,1,"","",0.2,"",""
13010095,301,2,111031,-230,-277,4,"","","",""
13010096,301,93,4,"","","","","","",""
13010097,301,12,111031,2,1,"","","","",""
13010098,301,3,111031,nyx_301_yuni_02,0,cmn_pose02_def_N,1,0.2,0.2,""
13010099,301,93,4,"","","","","","",""
13010100,301,101,13010071,"","","","","","",""
13020001,302,1,1,111031,110,4000,-277,1.2,1,nyx_idle_normal
13020002,302,5,2,2,120,-200,-277,1.2,1,NoItem
13020003,302,31,3,1,0,0,1,1,"",""
13020004,302,31,20,3,-110,-240,1,0,"",""
13020005,302,31,21,4,40,-195,1.2,1,"",""
13020006,302,25,bgm_M347,bgm_M347,"","","","","",""
13020007,302,93,2,"","","","","","",""
13020008,302,3,111031,nyx_302_yuni_01,0,nyx_idle_normal,1,"",0.2,""
13020009,302,2,111031,-200,-277,0,"","","",""
13020010,302,2,2,-200,-279,0,"","","",""
13020011,302,11,111031,...Bwaaahhhh!,20,"","","","",""
13020012,302,93,0,"","","","","","",""
13020013,302,32,3,1,"","","","","",""
13020014,302,91,13020011,"","","","","","",""
13020015,302,11,111031,"How careless of me.\nI was almost buried alive\nbeneath all these parts.",20,"","","","",""
13020016,302,91,0,"","","","","","",""
13020017,302,3,2,nyx_302_yuni_02,0,NoItem,1,0.2,"",""
13020018,302,3,111031,nyx_302_yuni_02,0,nyx_idle_normal,1,0.2,0.2,""
13020019,302,11,111031,"But my efforts weren't\nin vain—I happened to find\nthis missing component!",20,"","","","",""
13020020,302,93,5,"","","","","","",""
13020021,302,4,111031,0,"","","","","",""
13020022,302,3,111031,nyx_cmn_03,1,"","",0.2,"",""
13020023,302,11,111031,"Hrm... If a single dive\nproduced such fortune,\nwhat might a second yield?",20,"","","","",""
13020024,302,91,0,"","","","","","",""
13020025,302,3,111031,nyx_301_yuni_01,1,"","",0.2,"",""
13020026,302,11,111031,"It's surely worth a try.\nHow can I resist the call\nof a metal-diving adventure?",20,"","","","",""
13020027,302,91,0,1,"","","","","",""
13020028,302,11,111031,"Even if I were to drown,\none of my faithful juniors\nwould surely unearth me.",20,"","","","",""
13020029,302,91,0,1,"","","","","",""
13020030,302,3,111031,nyx_302_yuni_03,0,nyx_302_yuni_04,1,0.2,"",""
13020031,302,11,111031,"Then it's decided!\nGeronimo!",20,"","","","",""
13020032,302,91,0,1,"","","","","",""
13020033,302,93,1.5,"","","","","","",""
13020034,302,11,111031,"Hrm. That was a deep dive.\nI do believe... I'm stuck!\nHelp! Somebody heeelp!",20,"","","","",""
13020035,302,91,0,"","","","","","",""
13020036,302,93,6,"","","","","","",""
13020037,302,12,111031,2,1,"","","","",""
13020038,302,93,4,"","","","","","",""
13020039,302,12,111031,4,1,"","","","",""
13020040,302,93,4,"","","","","","",""
13020041,302,101,13020036,"","","","","","",""
13030001,303,1,1,111031,110,49,-221.5,1.2,1,nyx_303_yuni_07
13030002,303,31,4,1,0,0,1,1,"",""
13030003,303,25,bgm_M347,bgm_M347,"","","","","",""
13030004,303,93,2,"","","","","","",""
13030005,303,11,111031,"Hrm. It was a long and\nwinding road, but the\nmachine takes form at last.",20,"","","","",""
13030006,303,91,0,"","","","","","",""
13030007,303,3,111031,nyx_303_yuni_01_noshadow,1,"","",0.2,"",""
13030008,303,11,111031,"Heheheh...\nThis metallic creation\nis a beauty to behold.",20,"","","","",""
13030009,303,91,0,"","","","","","",""
13030010,303,11,111031,"It glistens on the outside,\nbut the true beauty lies\nin the features within.",20,"","","","",""
13030011,303,91,0,"","","","","","",""
13030012,303,3,111031,nyx_303_yuni_03,1,"","",0.2,"",""
13030013,303,11,111031,"I'd better give it\na thorough test run.",20,"","","","",""
13030014,303,91,0,"","","","","","",""
13030015,303,3,111031,nyx_303_yuni_02,0,nyx_303_yuni_04,1,0.2,0.2,""
13030016,303,93,3,"","","","","","",""
13030017,303,3,111031,nyx_303_yuni_07,1,"","",0.2,"",""
13030018,303,11,111031,"Good... the smiley\nface function is in\nworking order.",20,"","","","",""
13030019,303,91,0,"","","","","","",""
13030020,303,3,111031,nyx_303_yuni_09,0,nyx_303_yuni_04,1,0.2,0.2,""
13030021,303,11,111031,"Now, which feature\nshould I try out next...?",20,"","","","",""
13030022,303,91,0,"","","","","","",""
13030023,303,93,0.5,"","","","","","",""
13030024,303,11,111031,"I'll just press a button\nat random... No, wait!\nI mustn't press that one.",20,"","","","",""
13030025,303,93,2,"","","","","","",""
13030026,303,3,111031,nyx_303_yuni_02,0,"","",0.2,"",""
13030027,303,93,1,"","","","","","",""
13030028,303,3,111031,nyx_303_yuni_06,0,nyx_303_yuni_05,1,0.2,"",""
13030029,303,93,2,"","","","","","",""
13030030,303,11,111031,"That was close...\nI wouldn't want to trigger\nanother self-destruct sequence.",20,"","","","",""
13030031,303,93,0.1,"","","","","","",""
13030032,303,3,111031,nyx_303_yuni_08,1,"","",0.2,"",""
13030033,303,91,13030030,"","","","","","",""
13030034,303,93,2,"","","","","","",""
13030035,303,3,111031,nyx_303_yuni_09,0,nyx_303_yuni_04,1,0.2,0.2,""
13030036,303,93,2,"","","","","","",""
13030037,303,3,111031,nyx_303_yuni_02,0,nyx_303_yuni_03,1,0.2,0.2,""
13030038,303,93,1.8,"","","","","","",""
13030039,303,12,111031,6,1,"","","","",""
13030040,303,93,3.2,"","","","","","",""
13030041,303,3,111031,nyx_303_yuni_09,0,nyx_303_yuni_04,1,0.2,0.2,""
13030042,303,93,2,"","","","","","",""
13030043,303,3,111031,nyx_303_yuni_02,0,nyx_303_yuni_08,1,0.2,0.2,""
13030044,303,93,1.8,"","","","","","",""
13030045,303,12,111031,2,1,"","","","",""
13030046,303,93,1.2,"","","","","","",""
13030047,303,101,13030034,"","","","","","",""
